 ,Area,Mean,Min,Max,X,Y,Slice
1,0,19.926,19.926,19.926,50,77,1
2,0,18.932,18.932,18.932,63,182,1
3,0,18.029,18.029,18.029,59,51,1
4,0,17.964,17.964,17.964,29,6,1
5,0,16.807,16.807,16.807,2,20,1
6,0,20.196,20.196,20.196,50,77,2
7,0,19.410,19.410,19.410,75,77,2
8,0,18.624,18.624,18.624,124,0,2
9,0,18.113,18.113,18.113,29,6,2
10,0,18.032,18.032,18.032,59,51,2
11,0,18.018,18.018,18.018,2,20,2
12,0,24.633,24.633,24.633,113,3,3
13,0,24.520,24.520,24.520,115,7,3
14,0,20.409,20.409,20.409,50,77,3
15,0,18.632,18.632,18.632,63,182,3
16,0,18.009,18.009,18.009,29,6,3
17,0,17.935,17.935,17.935,59,51,3
18,0,17.542,17.542,17.542,75,77,3
19,0,25.540,25.540,25.540,124,12,4
20,0,24.661,24.661,24.661,123,15,4
21,0,24.624,24.624,24.624,113,3,4
22,0,24.035,24.035,24.035,115,7,4
23,0,19.711,19.711,19.711,75,77,4
24,0,19.486,19.486,19.486,50,77,4
25,0,18.676,18.676,18.676,63,182,4
26,0,18.642,18.642,18.642,29,6,4
27,0,18.313,18.313,18.313,79,0,4
28,0,17.875,17.875,17.875,59,51,4
29,0,27.703,27.703,27.703,78,1,5
30,0,26.740,26.740,26.740,124,12,5
31,0,24.950,24.950,24.950,80,2,5
32,0,24.700,24.700,24.700,123,15,5
33,0,22.945,22.945,22.945,85,0,5
34,0,22.462,22.462,22.462,105,14,5
35,0,19.493,19.493,19.493,50,77,5
36,0,18.372,18.372,18.372,75,77,5
37,0,18.234,18.234,18.234,59,51,5
38,0,17.585,17.585,17.585,29,6,5
39,0,17.028,17.028,17.028,63,182,5
40,0,16.912,16.912,16.912,2,20,5
41,0,32.818,32.818,32.818,117,25,6
42,0,28.627,28.627,28.627,101,25,6
43,0,26.446,26.446,26.446,78,1,6
44,0,24.915,24.915,24.915,80,2,6
45,0,22.758,22.758,22.758,123,31,6
46,0,22.590,22.590,22.590,81,9,6
47,0,20.191,20.191,20.191,50,77,6
48,0,20.099,20.099,20.099,2,20,6
49,0,19.069,19.069,19.069,100,1,6
50,0,18.459,18.459,18.459,63,182,6
51,0,18.355,18.355,18.355,75,77,6
52,0,17.881,17.881,17.881,59,51,6
53,0,17.688,17.688,17.688,29,6,6
54,0,33.505,33.505,33.505,101,25,7
55,0,27.836,27.836,27.836,120,45,7
56,0,26.810,26.810,26.810,100,1,7
57,0,25.233,25.233,25.233,115,32,7
58,0,24.604,24.604,24.604,123,31,7
59,0,24.376,24.376,24.376,119,33,7
60,0,23.961,23.961,23.961,95,25,7
61,0,23.162,23.162,23.162,66,4,7
62,0,22.329,22.329,22.329,78,10,7
63,0,20.056,20.056,20.056,50,77,7
64,0,19.051,19.051,19.051,75,77,7
65,0,18.461,18.461,18.461,29,6,7
66,0,17.983,17.983,17.983,63,182,7
67,0,17.741,17.741,17.741,2,20,7
68,0,17.348,17.348,17.348,59,51,7
69,0,32.584,32.584,32.584,100,1,8
70,0,31.782,31.782,31.782,120,45,8
71,0,30.789,30.789,30.789,109,39,8
72,0,25.892,25.892,25.892,101,25,8
73,0,24.899,24.899,24.899,66,4,8
74,0,24.135,24.135,24.135,123,31,8
75,0,22.604,22.604,22.604,115,32,8
76,0,19.521,19.521,19.521,50,77,8
77,0,19.484,19.484,19.484,59,51,8
78,0,18.759,18.759,18.759,81,24,8
79,0,18.210,18.210,18.210,63,182,8
80,0,17.904,17.904,17.904,75,77,8
81,0,17.866,17.866,17.866,2,20,8
82,0,17.492,17.492,17.492,29,6,8
83,0,17.311,17.311,17.311,57,150,8
84,0,33.017,33.017,33.017,115,69,9
85,0,29.951,29.951,29.951,109,39,9
86,0,29.439,29.439,29.439,100,1,9
87,0,28.514,28.514,28.514,120,45,9
88,0,27.650,27.650,27.650,103,40,9
89,0,26.518,26.518,26.518,112,38,9
90,0,24.985,24.985,24.985,81,24,9
91,0,23.829,23.829,23.829,98,8,9
92,0,22.835,22.835,22.835,54,2,9
93,0,21.887,21.887,21.887,65,11,9
94,0,20.854,20.854,20.854,101,25,9
95,0,20.562,20.562,20.562,105,14,9
96,0,19.417,19.417,19.417,50,77,9
97,0,19.352,19.352,19.352,74,18,9
98,0,18.630,18.630,18.630,59,51,9
99,0,18.144,18.144,18.144,29,6,9
100,0,18.137,18.137,18.137,75,77,9
101,0,17.431,17.431,17.431,2,20,9
102,0,17.238,17.238,17.238,63,182,9
103,0,54.047,54.047,54.047,112,68,10
104,0,34.860,34.860,34.860,82,31,10
105,0,33.782,33.782,33.782,120,45,10
106,0,33.335,33.335,33.335,79,35,10
107,0,29.142,29.142,29.142,103,40,10
108,0,28.677,28.677,28.677,60,19,10
109,0,27.534,27.534,27.534,34,1,10
110,0,27.327,27.327,27.327,31,2,10
111,0,27.113,27.113,27.113,105,14,10
112,0,26.528,26.528,26.528,81,24,10
113,0,26.494,26.494,26.494,99,37,10
114,0,25.743,25.743,25.743,109,39,10
115,0,25.191,25.191,25.191,99,13,10
116,0,24.026,24.026,24.026,100,1,10
117,0,19.887,19.887,19.887,101,25,10
118,0,19.369,19.369,19.369,50,77,10
119,0,19.048,19.048,19.048,63,182,10
120,0,18.363,18.363,18.363,75,77,10
121,0,18.206,18.206,18.206,29,6,10
122,0,18.033,18.033,18.033,59,51,10
123,0,17.728,17.728,17.728,2,20,10
124,0,39.045,39.045,39.045,112,70,11
125,0,37.600,37.600,37.600,79,35,11
126,0,33.309,33.309,33.309,82,31,11
127,0,32.065,32.065,32.065,51,13,11
128,0,31.126,31.126,31.126,115,55,11
129,0,30.505,30.505,30.505,31,2,11
130,0,30.116,30.116,30.116,116,37,11
131,0,29.367,29.367,29.367,123,38,11
132,0,28.758,28.758,28.758,103,43,11
133,0,28.251,28.251,28.251,120,45,11
134,0,27.817,27.817,27.817,58,20,11
135,0,27.485,27.485,27.485,42,10,11
136,0,27.173,27.173,27.173,96,47,11
137,0,26.443,26.443,26.443,34,1,11
138,0,25.521,25.521,25.521,81,38,11
139,0,25.243,25.243,25.243,105,14,11
140,0,24.288,24.288,24.288,124,80,11
141,0,22.556,22.556,22.556,100,1,11
142,0,21.931,21.931,21.931,81,24,11
143,0,21.441,21.441,21.441,101,25,11
